 TITLE = "Conforming"
 VARIABLES = "Grid", "L1 error", "L2 error", "Linf error", "CPU_time", "processes"
 ZONE T="P1", I=14, F=POINT
  002  2.0453560231456652E-002  3.6639185363687453E-002  0.22089029091773504            0.5593   028 
  003  1.4396918215984347E-002  3.0105603007797081E-002  0.39489337231291799            0.4066   028 
  004  1.5265217592632519E-002  3.2360385240916369E-002  0.35049106639519945            0.7292   028 
  005  1.2533833981124457E-002  2.8818740780656028E-002  0.34064377695674164            0.9016   028 
  006  9.3764666867998756E-003  2.2734674206963169E-002  0.32673773740276957            1.3099   028 
  008  7.8411299022099774E-003  2.0817208653844975E-002  0.25951669591553639            2.4710   028 
  010  5.7775728009240353E-003  1.6520868023590488E-002  0.23893524812827049            5.1466   028 
  012  4.5795339146553213E-003  1.3613972759324057E-002  0.19708486275505166            8.0126   028 
  016  3.0625513463050061E-003  9.5646238465347134E-003  0.15847991457637711           20.6973   028 
  020  2.2263492203480457E-003  7.2013389447395746E-003  0.12500216173660306           42.4719   028 
  024  1.6842789725813271E-003  5.5450664438573575E-003   9.8935972080878010E-002       75.2837   028 
  032  1.0593181707344219E-003  3.5711413991463977E-003   6.6550669490982983E-002      157.4981   028 
  040  7.2868025478421098E-004  2.4938380141894295E-003   5.0583360744260730E-002      374.8130   028 
  048  5.3320812572569241E-004  1.8475249882706664E-003   4.3505536277584689E-002     1205.9931   028 
 ZONE T="P2", I=14, F=POINT
  002   1.5350428755585326E-002  2.8808796094128543E-002  0.41714176021351523            1.3258   028 
  003   1.1242029925105926E-002  2.4176939955062034E-002  0.29656184984349121            0.7911   028 
  004   8.7103117048954112E-003  2.0741609733491800E-002  0.24477638536262347            0.8963   028 
  005   6.0774673152606930E-003  1.4943936303167028E-002  0.16621600184119822            1.3417   028 
  006   4.3470303203316935E-003  1.1866215781317564E-002  0.22110690351457052            2.6827   028 
  008   2.6509604691017461E-003  7.9459830552740217E-003  0.15888738465860675            5.6274   028 
  010   1.6417098953875147E-003  5.1524212294903147E-003  0.11453932752062146           11.6767   028 
  012   1.1378550038106446E-003  3.7917402946186910E-003   8.3129647057983647E-002       22.4205   028 
  016   6.2608956172277043E-004  2.3825562567456608E-003   6.7402872081331111E-002       66.9538   028 
  020   3.8460286380841016E-004  1.5790858681218427E-003   4.4764909748415960E-002      148.3276   028 
  024   2.5528876116564527E-004  1.1277882722893163E-003   3.5464751003679851E-002      262.9199   028 
  032   1.2742878199975861E-004  6.0726412109939174E-004   2.0017715379825773E-002      906.9788   028 
  040   7.1818445752966218E-005  3.5813277898379798E-004   1.1846392676733153E-002     3242.2106   028 
  048   4.4194306685076624E-005  2.2636080636290168E-004   8.1114642730080178E-003     7360.9958   028 
 ZONE T="P3", I=14, F=POINT
  002   1.1651147249834137E-002  2.3180232113696835E-002  0.27001526281610477            2.1280   028 
  003   7.5683359962382228E-003  1.6268231084358455E-002  0.24368794076656330            1.2679   028 
  004   5.1368108527584293E-003  1.3316207033671741E-002  0.22091208960654862            1.5814   028 
  005   3.1249831291579244E-003  8.5339042396437182E-003  0.14655366559374805            2.4621   028 
  006   2.1013587462208770E-003  6.3459635119440137E-003  0.13302086894305987            5.7879   028 
  008   9.7052500894762419E-004  3.3484660401163426E-003  0.10136452142406416           14.8395   028 
  010   5.1060307723463773E-004  1.9265518411570044E-003   6.3825505859770537E-002       32.3425   028 
  012   2.9993798557001363E-004  1.2167410979917750E-003   4.1983465878244530E-002       68.6370   028 
  016   1.1586650932486583E-004  5.1517068568383991E-004   2.2272083074232896E-002      261.2515   028 
  020   5.4237351640380120E-005  2.5737311380767257E-004   1.0136102490032606E-002      588.8700   028 
  024   2.7936171779200095E-005  1.3707515942719547E-004   5.6282266271932002E-003     1480.5986   028 
  032   9.4619672595635989E-006  5.0647574078159398E-005   2.3387878896423686E-003     6006.6509   028 
  040   3.9120931314598457E-006  2.2366791416512209E-005   1.2409260091752472E-003    17568.1978   028 
  048   1.8735578511759692E-006  1.1158240042009241E-005   6.5564403148687944E-004    40567.6801   028 
 ZONE T="P4", I=14, F=POINT
  002   1.0395885067505342E-002  2.1105533065739288E-002  0.26707429272957706            3.8631   028 
  003   5.4088063018472021E-003  1.2931296007481915E-002  0.23646767800195256            2.8075   028 
  004   2.9568245566976717E-003  8.0566232933884999E-003  0.15611841056867215            5.0678   028 
  005   1.6397149093752234E-003  4.9545315836270849E-003  0.11946129445966669            9.7173   028 
  006   1.0254817978806372E-003  3.3613995285943928E-003  0.11086355542474235           14.6602   028 
  008   3.6117170073936527E-004  1.3423583350448286E-003   5.0811919169468034E-002       39.7210   028 
  010   1.5527111128973829E-004  6.2465167999745455E-004   2.5018028380920487E-002       74.4357   028 
  012   7.4342077795242281E-005  3.1845846201755267E-004   1.3021161338339748E-002      228.4693   028 
  016   2.2343451625552646E-005  1.0847307898295816E-004   6.1434956333696888E-003      690.7105   028 
  020   8.2974923145986817E-006  4.3033666449470371E-005   2.3201738169023045E-003     2162.0527   028 
  024   3.6940738568114766E-006  2.0722553459801971E-005   1.2351496777585069E-003     4445.5026   028 
  032   9.5286722431614353E-007  5.8734032632121589E-006   3.5739671070889045E-004    20312.6161   028 
  040   3.2270110518421938E-007  2.1066759689638639E-006   1.4397287986511742E-004    61091.8318   028 
  048   1.3137215862810035E-007  8.8659073792282956E-007   7.0917671071590860E-005   146023.6448   028 
 ZONE T="P5", I=14, F=POINT
  002  8.6236164320803166E-003  1.8531616636879338E-002  0.20157439624345930            8.5931   028 
