 TITLE = "Conforming" 
 VARIABLES = "Grid", "L1 error", "L2 error", "Linf error", "CPU_time" 
 ZONE T="P1", I=12, F=POINT 
 002     3.4552538256689622E-002     7.2386874134797413E-002    0.47262030444508252               0.4824  
 004     1.5914728861471928E-002     3.2757970662231323E-002    0.21032354069105974               0.7868  
 006     1.0715013614530425E-002     2.1148668940180547E-002    0.11611208021358266               0.8937  
 008     7.2562340823445325E-003     1.4453199929940755E-002     9.8483890126641604E-002           1.7672  
 010     5.1956262193184081E-003     1.0382698978442021E-002     7.1792193947499250E-002           1.8066  
 012     3.8927912203763496E-003     7.8602662909631974E-003     6.3753617686969299E-002           2.4690  
 016     2.4221622042855219E-003     5.0090454307709642E-003     4.9065013707182636E-002           4.4452  
 020     1.6489820734077571E-003     3.5075872809613128E-003     4.1302561080629907E-002           6.0950  
 024     1.2025679599444827E-003     2.6167511012898433E-003     3.6480492916284746E-002          10.7970  
 032     7.2474621768608787E-004     1.6503282042137290E-003     2.9203021351838387E-002          27.3621  
 040     4.9055412825973013E-004     1.1571910411426987E-003     2.4034274546547607E-002          61.3530  
 048     3.5761856279944266E-004     8.6652820886493889E-004     2.0314119582115708E-002          93.0447  

 ZONE T="P2", I=12, F=POINT 
 002     8.7421888958020156E-003     1.4700680243820142E-002    0.12584780294552722               0.7607  
 004     2.8188552034407815E-003     6.5553886151014677E-003    0.10025802309680731               1.3736  
 006     1.4601208433061351E-003     3.0548985178467259E-003     3.7601630244896711E-002           2.3316  
 008     7.8562403724222467E-004     1.6804966806775257E-003     1.7264827076793665E-002           4.2945  
 010     4.1024827613698209E-004     9.2016717454769016E-004     1.2219535332664400E-002           7.1598  
 012     2.5489676604450767E-004     5.4575740958588540E-004     7.4899220861173177E-003          11.2742  
 016     1.0891387823112527E-004     2.3386146153499940E-004     2.8832404431931025E-003          23.6588  
 020     5.6286025085929396E-005     1.2125107935644623E-004     1.6882711633705583E-003          36.4198  
 024     3.2903070756495342E-005     7.0984242827395124E-005     1.1427065323115215E-003          63.3726  
 032     1.4058124763823308E-005     3.0436940321185088E-005     6.2262527970613490E-004         187.0596  
 040     7.2550314227026213E-006     1.5762221753411656E-005     3.9152639444228754E-004         452.8672  
 048     4.2205854120702740E-006     9.2048152899793287E-006     2.7294439921288216E-004         763.6927  

 ZONE T="P3", I=12, F=POINT 
 002     1.8272356117777294E-003     4.1830456616602524E-003    0.12593607057132150               1.4409  
 004     5.1486250461914155E-004     1.3429125304670858E-003     1.1096162981689695E-002           3.0666  
 006     1.2431442997077864E-004     3.0554228836252869E-004     5.6747322809025391E-003           7.4968  
 008     3.9772440460222336E-005     1.0278550203722168E-004     1.5476170350980922E-003          15.6513  
 010     1.5646919861417982E-005     3.9983619212486468E-005     8.1661844199842903E-004          28.1789  
 012     7.1621832943091988E-006     1.8138546968819793E-005     3.7651262584414980E-004          46.3991  
 016     2.3382858845433502E-006     5.7787332255837988E-006     1.1377720800709312E-004         104.7163  
 020     1.0051440141058127E-006     2.5136103046859960E-006     5.1987927020213931E-005         171.2411  
 024     4.8176520337150714E-007     1.2015418661270478E-006     2.5195411470058104E-005         269.4433  
 032     1.6004892902792878E-007     3.9713784048799524E-007     7.8366831264276016E-006         936.4739  
 040     6.6843517729177902E-008     1.6561902294770580E-007     3.2621379570940690E-006        2148.9369  
 048     3.3174281721102041E-008     8.2248097997973812E-008     1.6288248936291438E-006        3712.2222  

 ZONE T="P4", I=10, F=POINT 
 002     8.2363866238775230E-004     1.9988750142096593E-003     1.8328161885979632E-002           2.8725  
 004     8.0921402290707480E-005     2.1051131304100098E-004     4.4204562718492824E-003           7.6947  
 006     1.1520911869411311E-005     3.4490909212170454E-005     5.0012560797263461E-004          22.1369  
 008     3.3453540378397732E-006     9.2202000757833028E-006     1.5835257134177994E-004          51.1695  
 010     1.1385992544662915E-006     3.2078781061473247E-006     7.3984102112234496E-005          96.2452  
 012     4.8525103510821415E-007     1.3458297925680275E-006     3.0760253287631656E-005         162.0220  
 016     1.1801966514160250E-007     3.3343924191265386E-007     7.9150886627132877E-006         379.7027  
 020     4.0309408954623520E-008     1.1307159104187706E-007     2.5376046366432092E-006         642.6424  
 024     1.6264408652638542E-008     4.6130015891757053E-008     1.1501355032805805E-006        1033.6365  
 032     3.9774421363165998E-009     1.1156251528863218E-008     2.7958782133907789E-007        3436.4895  

 ZONE T="P5", I=13, F=POINT 
 002     2.8160245913362553E-004     5.3431997006206811E-004     1.0093633143107184E-002           6.1132 
 004     1.5482975614596423E-005     4.1446583541306343E-005     6.4732257146360439E-004          19.4431 
 006     1.6036767585789146E-006     4.4398961500535531E-006     1.0459613610169782E-004          62.1044 
 008     2.5379768710621892E-007     7.7885562463253248E-007     1.7422872360839392E-005         146.8135 
 010     7.2011570188866323E-008     2.1168928437177516E-007     4.8441696351986252E-006         283.9069 
 012     2.3603278188638842E-008     7.0005706467861193E-008     1.9918495643977963E-006         489.4653 
 016     4.1017975765306403E-009     1.2173489693479108E-008     3.7841204036936915E-007        1161.0109 
 020     1.0413368440916760E-009     3.1035516263944414E-009     9.3752253960133203E-008        1895.9796 
 024     3.5403383868748885E-010     1.0478765008334300E-009     2.9992608396867126E-008        3454.4694 
 032     6.2907860261524626E-011     1.8595923085736950E-010     5.4026161322440203E-009       10369.4612 
 040     1.6639966892442116E-011     4.9037230148718624E-011     1.5231709227236934E-009       28247.2792 
 048     5.6676337232450377E-012     1.6624332625013942E-011     4.9537796087406605E-010       46022.5397 
