 TITLE = "NonConforming"
 VARIABLES = "Grid", "L1 error", "L2 error", "Linf error", "CPU_time"
 ZONE T="P1", I=15, F=POINT
 002     2.3952210547475276E-003     6.6689915100137838E-003     0.12425393407392898               0.1547 
 003     1.3292356768341324E-003     5.2064283941370901E-003     0.13062207310457261               0.3854 
 004     9.7174045008988682E-004     3.9453248130494568E-003     0.13805351930503956               0.2357 
 005     7.2455994060862229E-004     3.0906840849635269E-003     0.13718636737096185               0.3660 
 006     6.0482373555306441E-004     2.6614530214825083E-003     0.13340080322344372               0.4680 
 008     4.3641280191294507E-004     2.0109803068281522E-003     0.12212165638082770               0.9716 
 010     3.3565611805499854E-004     1.6175792680280948E-003     0.10980671573115208               1.3982 
 012     2.6637842188382985E-004     1.3336486400502142E-003     9.9625208281330813E-002           2.1435 
 016     1.8361764646885893E-004     1.0132775932627112E-003     8.6723882013290454E-002           5.1584 
 020     1.3519337376685035E-004     8.0581860705894340E-004     8.4466726281699045E-002           9.5375 
 024     1.0469212392487241E-004     6.6677140315528740E-004     8.2465091398947532E-002          16.6629 
 032     6.9342688109175977E-005     4.9331156521026560E-004     7.5198512712908339E-002          37.1052 
 040     4.9965684381187552E-005     3.8893560051969504E-004     6.5496342491593029E-002          58.9796 
 048     3.7853493910029600E-005     3.1706857932464446E-004     5.6847775409104351E-002         102.7729 
 064     2.4451911532655255E-005     2.3287272232466689E-004     4.3443123551897445E-002         270.1695 

 ZONE T="P2", I=15, F=POINT
 002     1.9738715933374044E-004     3.2606280584104868E-004     5.4482328755204035E-003           0.2715 
 003     7.9896242024711384E-005     1.6148526221501747E-004     2.7801075451549858E-003           0.5212 
 004     4.7596986609983195E-005     9.9965837614585475E-005     2.0928930638255960E-003           0.4201 
 005     3.0465818483893763E-005     6.7153751004346248E-005     1.4157005211096196E-003           0.4596 
 006     2.1514487153542181E-005     4.7965019118478758E-005     1.0231357850647438E-003           0.8430 
 008     1.1867631286956058E-005     2.7537371738925996E-005     7.7859902054333574E-004           1.6882 
 010     7.2929908528717991E-006     1.7483057348585284E-005     6.6326015502932156E-004           2.7213 
 012     4.8349082043357196E-006     1.1890334885271577E-005     5.2395759072243475E-004           4.2578 
 016     2.4681281747064869E-006     6.3775585221498586E-006     3.1922123522093448E-004           9.7901 
 020     1.4518655332905819E-006     3.9272953760256954E-006     2.3691474107984112E-004          17.8853 
 024     9.4143375845868079E-007     2.6456310131229615E-006     1.8430149371206905E-004          30.4535 
 032     4.7665985596333564E-007     1.4122561199765125E-006     1.2705997258277701E-004          66.3030 
 040     2.7934895371995459E-007     8.5914899706505968E-007     9.4998804915480406E-005         117.5702 
 048     1.7910955420135015E-007     5.6706032356989446E-007     7.4514542142800622E-005         244.2504 
 064     8.7228734186211691E-008     2.8788594371672902E-007     4.8583362943444008E-005         526.3667 

 ZONE T="P3", I=15, F=POINT
 002     5.3676200670953012E-005     8.6347006421167002E-005     2.3666472163909754E-003           0.4796 
 003     1.9800957836423139E-005     3.7822035444261822E-005     6.0475933037545948E-004           0.7938 
 004     9.7717416382406323E-006     1.9118071115116087E-005     3.0652663882230202E-004           0.7269 
 005     5.3822728247424928E-006     1.0900117771089856E-005     2.2722164670069446E-004           0.7634 
 006     3.1773528991369121E-006     6.6526689484413095E-006     1.5584787787887691E-004           1.5609 
 008     1.2902359151930004E-006     2.8279195605725696E-006     6.8342696134676695E-005           3.0539 
 010     6.0456956847633770E-007     1.3547245760530951E-006     3.3429043640981204E-005           4.8974 
 012     3.1353088884801748E-007     7.0942586462110888E-007     2.1483216795292748E-005           7.8899 
 016     1.0387056861902102E-007     2.4259941722614087E-007     1.1660475588537444E-005          19.2826 
 020     4.3446006978822942E-008     1.0652296050403346E-007     6.4862565763990077E-006          38.1572 
 024     2.1942583832472414E-008     5.6122927913653954E-008     3.6731087272867669E-006          69.4042 
 032     7.9216722381663545E-009     2.1147135746409540E-008     1.7977630538679179E-006         135.6981 
 040     3.6270441342601290E-009     9.9024835126528394E-009     1.0070676331741524E-006         263.4468 
 048     1.8876121527138238E-009     5.2729582740855384E-009     5.8752897746927601E-007         531.1071 
 064     6.6498374522933949E-010     1.9252996583744537E-009     2.4438092094403174E-007        1639.5866 

 ZONE T="P4", I=15, F=POINT
 002     1.0887971357254906E-005     2.0644868270874006E-005     6.7449229465832428E-004           0.9105 
 003     3.0371712202876258E-006     5.9493437344020658E-006     1.0158144192196072E-004           1.4446 
 004     1.0978042955701026E-006     2.1723527738524953E-006     5.6154112096973297E-005           1.2140 
 005     4.5626950943235221E-007     9.4436521628148381E-007     2.9319971876218265E-005           1.3391 
 006     2.1786475620224986E-007     4.5697003318470306E-007     1.5337625682454448E-005           2.4420 
 008     6.4363931109084338E-008     1.3695110489645428E-007     5.3973347601821153E-006           4.6616 
 010     2.4724217451424962E-008     5.2429720806379763E-008     2.1206406745633011E-006           9.1992 
 012     1.1276582264717580E-008     2.3792458134391494E-008     1.0357343757927406E-006          15.2825 
 016     3.1427508680201536E-009     6.8395030032680714E-009     3.6057114906340448E-007          44.0619 
 020     1.1286211174725213E-009     2.6208673019725365E-009     1.4042254169478970E-007          71.6748 
 024     4.9001664409768303E-010     1.2024459101434727E-009     7.3510819431632513E-008         127.7206 
 032     1.3770690172673855E-010     3.4974769388365434E-010     2.7251906398184644E-008         369.0486 
 040     5.1588414174539053E-011     1.3246267983965432E-010     1.1044313796837457E-008         657.6541 
 048     2.2586301305126229E-011     5.9292880536695905E-011     4.9256553280585536E-009        1183.4683 
