 TITLE = "NonConforming"
 VARIABLES = "Grid", "L1 error", "L2 error", "Linf error", "CPU_time"
 ZONE T="P1", I=16, F=POINT
 002     1.5329497843415037E-002     2.3369330932959148E-002     7.8928798443075654E-002           0.1864 
 004     1.0342441562455090E-002     1.6053926418050715E-002     7.6077712033184364E-002           0.2363 
 006     6.6797628163018661E-003     1.0232152647180992E-002     5.3601714086465357E-002           0.1443 
 008     4.6310010904764389E-003     7.0962084535661652E-003     4.1758196813990511E-002           0.1964 
 010     3.4131688543263083E-003     5.2357260294636585E-003     3.3877587005358700E-002           0.2195 
 012     2.6280944162266899E-003     4.0409179299198995E-003     2.8195879376549549E-002           0.2932 
 016     1.7018090876309460E-003     2.6437400633360828E-003     2.0600484456227253E-002           0.4255 
 020     1.1963812760958435E-003     1.8823477521935346E-003     1.5962171487654442E-002           0.7110 
 024     8.9021397656291988E-004     1.4182829915220269E-003     1.2887914921602295E-002           0.7623 
 032     5.5170365143177567E-004     9.0007932926901822E-004     9.0772926213135707E-003           1.3830 
 040     3.7716720337273031E-004     6.2931529155709788E-004     6.8269556158695455E-003           2.5052 
 048     2.7486828010542589E-004     4.6869368602812754E-004     5.3666691362399543E-003           4.6521 
 064     1.6539651782218116E-004     2.9365890981934055E-004     3.8314155646994585E-003           8.9603 
 080     1.1086322742288738E-004     2.0412635828635531E-004     2.9987224622867181E-003          19.4549 
 096     7.9713451869223233E-005     1.5163529552019394E-004     2.4591607538632099E-003          37.2852 
 128     4.7148260461622868E-005     9.4904991874186258E-005     1.8020341718779642E-003          95.3043 

 ZONE T="P2", I=16, F=POINT
 002     3.5253591749789832E-003     6.2744152217685655E-003     5.4715438875835631E-002           0.2057 
 004     1.3845112799437255E-003     2.3457889887720535E-003     2.0147669084303890E-002           0.5000 
 006     5.5692859076643321E-004     9.4653399028194905E-004     1.0425489652299065E-002           0.3133 
 008     2.7257194072838998E-004     4.7402844142192661E-004     6.4983314485076160E-003           0.3388 
 010     1.5506841771778128E-004     2.7541156697354427E-004     4.3967425629901774E-003           0.4859 
 012     9.6856977282842849E-005     1.7566438156767239E-004     3.0878439921815382E-003           0.5192 
 016     4.5147029273256955E-005     8.4621056361583737E-005     1.6482891763443253E-003           0.9174 
 020     2.4551621195093458E-005     4.7224928763696946E-005     9.6502137481774275E-004           0.9536 
 024     1.4813325767758876E-005     2.9208133830085345E-005     6.1326168145101057E-004           1.4035 
 032     6.6759644664760374E-006     1.3784852611273952E-005     3.1257491994851616E-004           2.6828 
 040     3.6094569744055868E-006     7.7821251634752138E-006     1.9068076500161624E-004           4.7432 
 048     2.1860480237076471E-006     4.9003945275715099E-006     1.2893003939076775E-004           7.6797 
 064     9.8789837266443141E-007     2.3730546458574120E-006     7.0279152354441043E-005          14.8547 
 080     5.3184080769064149E-007     1.3556566240839003E-006     4.4121917775169495E-005          29.6598 
 096     3.1996719735655949E-007     8.5887515288580971E-007     3.0237909691144260E-005          56.0837 
 128     1.4299981942489198E-007     4.1823941759274521E-007     1.6730760673266953E-005         136.6463 

 ZONE T="P3", I=16, F=POINT
 002     8.7605581985591714E-004     1.5828664001136476E-003     1.3029215053826149E-002           0.4379 
 004     1.2801428823717596E-004     2.2555990142285074E-004     2.8552034101213541E-003           1.1764 
 006     3.3157764793949607E-005     5.8319121884862841E-005     8.3554330663676568E-004           0.5765 
 008     1.2340382023423614E-005     2.1843084448693929E-005     3.1441290671052613E-004           0.7651 
 010     5.7764188327883488E-006     1.0374250883225526E-005     1.6655257077413665E-004           0.9223 
 012     3.0461660374307011E-006     5.6174539048833076E-006     9.7776264948168379E-005           1.3135 
 016     1.0560003395280914E-006     2.0530825077266171E-006     4.1066485354318560E-005           1.9666 
 020     4.5634699118480366E-007     9.2365904175497594E-007     1.9511639640812373E-005           2.2011 
 024     2.2941655425150763E-007     4.7947208508279280E-007     1.0262619839190856E-005           2.9505 
 032     7.8630002476835177E-008     1.7197009463011522E-007     3.7768000822335779E-006           5.7263 
 040     3.3673002951611884E-008     7.7443836032720197E-008     1.9109502667757905E-006           9.4740 
 048     1.6829631618382608E-008     4.0267266181645194E-008     1.1077809961845819E-006          14.0699 
 064     5.6389797274422274E-009     1.4392028314170917E-008     4.4333685900177500E-007          31.1310 
 080     2.4188726232247351E-009     6.5024473464671153E-009     2.2505645794201889E-007          51.1812 
 096     1.2089279712670049E-009     3.3994203826763920E-009     1.2840639285194300E-007         120.3378 
 128     4.0322447796939017E-010     1.2220959816086386E-009     5.3567365876361350E-008         279.6622 

 ZONE T="P4", I=16, F=POINT
 002     1.6939765959737632E-004     3.1661697595756339E-004     4.5822975534459687E-003           1.0447 
 004     1.1104816124671379E-005     2.0474994937425627E-005     3.9436274943553673E-004           2.5191 
 006     1.9627174961845162E-006     3.6852816224224180E-006     8.9505284602019175E-005           1.2406 
 008     5.4856445492763972E-007     1.0521253888566345E-006     2.5697122648687953E-005           1.7492 
 010     2.0324887206319081E-007     3.9713009331388731E-007     9.4418527227940752E-006           2.1143 
 012     8.8795971896787408E-008     1.7792201609488085E-007     4.3342834261383967E-006           3.4995 
 016     2.3032534764109092E-008     4.9139773445143169E-008     1.3493885947790663E-006           5.9841 
 020     8.0015515400635057E-009     1.8001967881848679E-008     5.4286242243128946E-007           6.3223 
 024     3.3961188869311528E-009     7.9054551319007578E-009     2.5608895722062375E-007           7.0257 
 032     8.9226100249253185E-010     2.1735506854266282E-009     7.4155629553596114E-008          12.0125 
 040     3.0963321972018850E-010     7.9716345692714642E-010     3.0208602369574677E-008          21.1135 
