;;;;;;;;
"DeltaF=0" ;;;;;;;;
;;;;;;;;
"P=01";;;;;;;;
 016x016x2 ;;   5.1363586136885384E-008 ;;   3.9638846249800963E-006 ;;       39401.0438
 032x032x2 ;;
"P=05";;;;;;;;
 002x002x2 ;;   1.9553106874583016E-005 ;;   8.3912308829159343E-004 ;;          61.8881
 004x004x2 ;;   4.3269764293393758E-006 ;;   3.5768308296280082E-004 ;;         973.4789
 008x008x2 ;;   8.4799243331304985E-008 ;;   7.5445336298329835E-006 ;;       10806.2604
"P=06";;;;;;;;
 002x002x2 ;;   4.8299853269777156E-006 ;;   4.5260756797560475E-004 ;;         165.9694
 004x004x2 ;;   6.8397046984443558E-007 ;;   6.5028043346515574E-005 ;;        3062.4983
 008x008x2 ;;   6.0224858314520450E-009 ;;   8.9631365529641016E-007 ;;       33242.9164
;;;;;;;;
"DeltaF=1" ;;;;;;;;
"P=01";;;;;;;;
 002x002x2 ;;   1.7840628079562281E-002 ;;   1.3486830186779342E-001 ;;           1.7048
 004x004x2 ;;   9.3669098192025197E-003 ;;   1.4441449761526748E-001 ;;           6.4872
 008x008x2 ;;   3.9780965990489038E-003 ;;   5.6994527714394394E-002 ;;          29.4441
 016x016x2 ;;   1.3127455184670511E-003 ;;   2.6210797799248731E-002 ;;         190.6944
 032x032x2 ;;   4.1034174620247708E-004 ;;   1.0252074473456219E-002 ;;        1312.8839
 064x064x2 ;;   
"P=02";;;;;;;;
 002x002x2 ;;   3.0636293169249004E-003 ;;   4.3622079033272421E-002 ;;           4.9338
 004x004x2 ;;   1.1503757825160575E-003 ;;   2.6265970282407736E-002 ;;          22.1981
 008x008x2 ;;   2.1660639116267107E-004 ;;   6.3967253095418286E-003 ;;         142.3664
 016x016x2 ;;   2.9964624450643337E-005 ;;   1.1769199067730440E-003 ;;        1725.9717
 032x032x2 ;;   4.0001550832197865E-006 ;;   1.6346967173941351E-004 ;;       16775.2887
 064x064x2 ;;   
"P=03";;;;;;;;
 002x002x2 ;;   3.9161354410129393E-004 ;;   7.5349143796996643E-003 ;;          10.2108
 004x004x2 ;;   1.1311975993606137E-004 ;;   3.4023587121181365E-003 ;;          88.2078
 008x008x2 ;;   1.0083974302856089E-005 ;;   5.7436450522629912E-004 ;;         778.7153
 016x016x2 ;;   6.2013003664776697E-007 ;;   6.1840182448591463E-005 ;;       11998.2988
 032x032x2 ;;
"P=04";;;;;;;;
 002x002x2 ;;   7.2876996908488036E-005 ;;   3.0721143910170667E-003 ;;          43.4130
 004x004x2 ;;   2.1588906046422582E-005 ;;   7.4705528204610516E-004 ;;         341.1381
 008x008x2 ;;   7.4016076879982061E-007 ;;   5.1253227615788433E-005 ;;        3241.1250
 016x016x2 ;;   2.2032155324532800E-008 ;;   1.6075327984310661E-006 ;;       53369.1491
 032x032x2 ;;
"P=05";;;;;;;;
 002x002x2 ;;   1.4109279286422265E-005 ;;   3.7827805848511531E-004 ;;          80.8750
 004x004x2 ;;   2.9864419153100098E-006 ;;   1.5580616201660291E-004 ;;        1248.4815
 008x008x2 ;;   5.4492474720374908E-008 ;;   5.9028044496756138E-006 ;;       12874.0269
 016x016x2 ;;
"P=06";;;;;;;;
 002x002x2 ;;   3.3986174559779532E-006 ;;   2.7406969597887354E-004 ;;         204.4113
 004x004x2 ;;   4.7969930753429712E-007 ;;   3.5975590535031188E-005 ;;        3802.2628
 008x008x2 ;;
 016x016x2 ;;
;;;;;;;;
"DeltaF=2" ;;;;;;;;
"P=01";;;;;;;;
 002x002x2 ;;   1.7931300043550726E-002 ;;   1.2352223775327831E-001 ;;           1.8857
 004x004x2 ;;   9.0698577438076914E-003 ;;   1.2893266189988628E-001 ;;           7.6465
 008x008x2 ;;   3.9157738851230660E-003 ;;   5.5808919339458196E-002 ;;          34.7077
 016x016x2 ;;   1.2891521263599132E-003 ;;   2.5973909585493615E-002 ;;         232.5251
 032x032x2 ;;   4.0337661540205657E-004 ;;   1.0117663191383741E-002 ;;        1632.7439
 064x064x2 ;;   
"P=02";;;;;;;;
 002x002x2 ;;   3.1129580136142650E-003 ;;   4.3491311774719321E-002 ;;           4.8417
 004x004x2 ;;   1.1437924278971160E-003 ;;   2.5523097606318323E-002 ;;          26.3520
 008x008x2 ;;   2.1549408553465796E-004 ;;   6.2434140172307195E-003 ;;         204.4577
 016x016x2 ;;   2.9858656800439568E-005 ;;   1.1712167394613004E-003 ;;        2126.3891
 032x032x2 ;;   3.9893101858506202E-006 ;;   1.6304353647900172E-004 ;;       20042.8784
 064x064x2 ;;   
"P=03";;;;;;;;
 002x002x2 ;;   3.9323744837002785E-004 ;;   7.8143320373627034E-003 ;;          11.8637
 004x004x2 ;;   1.1238630637466616E-004 ;;   3.3456373040881004E-003 ;;         109.9840
 008x008x2 ;;   1.0180440023866970E-005 ;;   5.7768387072076877E-004 ;;         913.1916
 016x016x2 ;;   6.2676116779508858E-007 ;;   6.1986950731451884E-005 ;;       12677.5545
 032x032x2 ;;
"P=04";;;;;;;;
 002x002x2 ;;   7.6049603313416535E-005 ;;   2.9629506242114800E-003 ;;          28.6034
 004x004x2 ;;   2.1954588515871622E-005 ;;   7.6799677491390383E-004 ;;         420.6347
 008x008x2 ;;   7.4360547235571669E-007 ;;   5.2052167623273249E-005 ;;        3380.5734
 016x016x2 ;;
 032x032x2 ;;
"P=05";;;;;;;;
 002x002x2 ;;   1.4051926617443035E-005 ;;   3.7305204301940620E-004 ;;         200.0717
 004x004x2 ;;   2.9841336027296182E-006 ;;   1.5617863296846224E-004 ;;        3415.3202
 008x008x2 ;;   5.5175210132040423E-008 ;;   5.9123815434602989E-006 ;;       14078.6213
 016x016x2 ;;
"P=06";;;;;;;;
 002x002x2 ;;   3.5762881498569907E-006 ;;   2.7563474674341393E-004 ;;         536.4567
 004x004x2 ;;   4.8737447381246895E-007 ;;   3.6708223976944510E-005 ;;       10118.8220
 008x008x2 ;;   3.5808140775647490E-009 ;;   3.3536674770573427E-007 ;;       45102.8893
 016x016x2 ;;
