            4.7732 ;
      2.7005235518715594E-002 ;
      6.5842328803547068E-002 ;
    0.53542438245603652      ;
            8.1692 ;
      2.7003826128069494E-002 ;
      6.5841247684266066E-002 ;
    0.53543892136835947      ;
            8.3689 ;
      2.6322294124811154E-002 ;
      5.4912280275452342E-002 ;
    0.45563274652231378      ;
           10.6165 ;
      2.6317013205502976E-002 ;
      5.4898161227647721E-002 ;
    0.45568469622250163      ;
           11.5296 ;
      8.7522619562604244E-005 ;
      1.9804844208995361E-004 ;
     1.5003261092756404E-003 ;
           19.9145 ;
      8.7522619565521574E-005 ;
      1.9804844209440707E-004 ;
     1.5003261092418896E-003 ;
           20.8035 ;
